x0,x1,t,y
27.730032585430067,130.8456441759849,4.389707884677417,56.20600895762013
25.403170551560123,130.53932138682208,-6.854202514689933,60.573412574683964
25.9191365944997,228.76649669066103,5.718178568675738,57.30896553611352
17.885879188349016,242.12216434922297,-4.252117902699659,56.78623478013043
23.93621475094475,226.73646650615942,-4.549283393995401,61.49795276051217
9.534058951138906,237.92364156187176,-8.077315616795302,54.43309222535626
24.54550970226408,273.3279723073713,3.7320091215840083,58.91236616741017
28.647096545781704,168.75155222246343,-5.769958849188816,63.64256507025112
23.448345901130843,229.36673038564916,8.594766139333089,54.514591005941114
30.363550587073206,214.03736279755125,-2.4831844780530403,64.9500564197608
28.71606132750407,232.13191653412449,-4.290054078984225,64.66748773540449
26.49077639836042,125.35497184641207,4.218549863439819,55.481579790839575
20.452461977664623,126.81547878064708,-8.90938489889098,57.84046215582933
5.752590606715618,68.542604974924,-4.72020813018708,43.31655723468492
17.798712166537626,185.22058416982557,0.6249597512907297,54.151028874191525
32.33612990350828,162.46078426808253,-4.5440888797674255,66.23332199471928
22.413131389088402,110.45760935682883,-6.912216937633,57.175150165388516
16.898175520731776,196.0828563051202,-9.038802063288866,58.79067881132079
33.58355337140119,114.8402447844482,2.1062789130901116,61.29154408089758
23.580420488953603,67.71837803734222,-9.777735378334862,58.59493496474936
20.689080931011492,259.60824591048095,-9.187142022436198,63.30722684587474
15.646524935914,180.01949677037518,9.563909349914223,47.520764259608704
9.730946821376946,195.71634783115292,3.116199132639432,46.872033330632874
5.305449219607542,206.77753597559297,-4.5677854417865715,47.77807100447277
8.914046810022437,142.27111961006221,-0.5479583590553041,46.041282245028555
20.898542411411682,139.92498948621903,-6.805356868018242,56.334354944725376
21.034976200821674,113.25213106588365,9.047428497194332,47.84434068548737
18.005462691374312,252.63665680195413,-4.798116681302513,58.812651576257906
30.32268831849492,88.30056331852639,7.051170789933408,55.01412161890519
10.882848381102677,227.97856919517196,6.720545091123483,46.08898712326098
27.957629037267154,122.76063482662694,-0.8899310667170468,57.97957326914621
17.885979168398503,233.92285114042843,-3.9782926669351326,57.934042502896745
5.070145362990097,252.45760134215706,-7.364446184716735,50.43012305159905
33.09921196147859,151.6443307429813,-8.841369635756948,67.34974079854842
34.009053932562246,65.52650443691041,-5.111853370085903,63.164227158214686
26.402687486632004,205.8546228331931,-8.203528897385349,64.61757822198743
19.215490991836255,247.05525452000913,8.723577214159125,51.95201130061304
21.951824979483046,167.47907976471205,8.170814528207963,52.157344940090205
13.738855402005372,61.43302221180126,7.7423601698813975,41.98432519985256
